id	model_name	language	question_id	run_number	question_chars	context_chars	prompt_chars	response_chars	input_tokens_est_min	input_tokens_est_max	input_tokens_est_mid	response_tokens_est_min	response_tokens_est_max	response_tokens_est_mid	total_tokens_est_min	total_tokens_est_max	total_tokens_est_mid	max_model_len	max_model_len_source	remaining_output_tokens_est_min	remaining_output_tokens_est_max	effective_output_cap_est_min	effective_output_cap_est_max	would_exceed_max_len_est	base_question
1522	eurollm-22b-instruct-2512	EN	Q3_EN	1	101	1901	2575	2696	515	644	580	540	674	607	1055	1318	1187	16384	config	15740	15869	2048	2048	FALSE	Q3
1523	eurollm-22b-instruct-2512	EN	Q3_EN	2	101	1901	2575	2578	515	644	580	516	645	580	1031	1289	1160	16384	config	15740	15869	2048	2048	FALSE	Q3
1524	eurollm-22b-instruct-2512	EN	Q3_EN	3	101	1901	2575	2578	515	644	580	516	645	580	1031	1289	1160	16384	config	15740	15869	2048	2048	FALSE	Q3
1525	eurollm-22b-instruct-2512	EN	Q4_EN	1	95	1843	2511	1695	503	628	566	339	424	382	842	1052	948	16384	config	15756	15881	2048	2048	FALSE	Q4
1526	eurollm-22b-instruct-2512	EN	Q4_EN	2	95	1843	2511	1695	503	628	566	339	424	382	842	1052	948	16384	config	15756	15881	2048	2048	FALSE	Q4
1527	eurollm-22b-instruct-2512	EN	Q4_EN	3	95	1843	2511	1695	503	628	566	339	424	382	842	1052	948	16384	config	15756	15881	2048	2048	FALSE	Q4
1528	eurollm-22b-instruct-2512	EN	Q5_EN	1	88	1824	2485	1797	497	622	560	360	450	405	857	1072	965	16384	config	15762	15887	2048	2048	FALSE	Q5
1529	eurollm-22b-instruct-2512	EN	Q5_EN	2	88	1824	2485	1797	497	622	560	360	450	405	857	1072	965	16384	config	15762	15887	2048	2048	FALSE	Q5
1530	eurollm-22b-instruct-2512	EN	Q5_EN	3	88	1824	2485	1797	497	622	560	360	450	405	857	1072	965	16384	config	15762	15887	2048	2048	FALSE	Q5
1531	eurollm-22b-instruct-2512	ET	Q1_ET	1	124	1887	2584	1411	517	646	582	283	353	318	800	999	900	16384	config	15738	15867	2048	2048	FALSE	Q1
1532	eurollm-22b-instruct-2512	ET	Q1_ET	2	124	1887	2584	1411	517	646	582	283	353	318	800	999	900	16384	config	15738	15867	2048	2048	FALSE	Q1
1533	eurollm-22b-instruct-2512	ET	Q1_ET	3	124	1887	2584	1411	517	646	582	283	353	318	800	999	900	16384	config	15738	15867	2048	2048	FALSE	Q1
1534	eurollm-22b-instruct-2512	ET	Q2_ET	1	96	1862	2531	1512	507	633	570	303	378	340	810	1011	910	16384	config	15751	15877	2048	2048	FALSE	Q2
1535	eurollm-22b-instruct-2512	ET	Q2_ET	2	96	1862	2531	1512	507	633	570	303	378	340	810	1011	910	16384	config	15751	15877	2048	2048	FALSE	Q2
1536	eurollm-22b-instruct-2512	ET	Q2_ET	3	96	1862	2531	1512	507	633	570	303	378	340	810	1011	910	16384	config	15751	15877	2048	2048	FALSE	Q2
1537	eurollm-22b-instruct-2512	ET	Q3_ET	1	81	1901	2555	1690	511	639	575	338	423	380	849	1062	955	16384	config	15745	15873	2048	2048	FALSE	Q3
1538	eurollm-22b-instruct-2512	ET	Q3_ET	2	81	1901	2555	1690	511	639	575	338	423	380	849	1062	955	16384	config	15745	15873	2048	2048	FALSE	Q3
1539	eurollm-22b-instruct-2512	ET	Q3_ET	3	81	1901	2555	1690	511	639	575	338	423	380	849	1062	955	16384	config	15745	15873	2048	2048	FALSE	Q3
1540	eurollm-22b-instruct-2512	ET	Q4_ET	1	105	1843	2521	1809	505	631	568	362	453	408	867	1084	976	16384	config	15753	15879	2048	2048	FALSE	Q4
1541	eurollm-22b-instruct-2512	ET	Q4_ET	2	105	1843	2521	1809	505	631	568	362	453	408	867	1084	976	16384	config	15753	15879	2048	2048	FALSE	Q4
1542	eurollm-22b-instruct-2512	ET	Q4_ET	3	105	1843	2521	1809	505	631	568	362	453	408	867	1084	976	16384	config	15753	15879	2048	2048	FALSE	Q4
1543	eurollm-22b-instruct-2512	ET	Q5_ET	1	93	1824	2490	1631	498	623	560	327	408	368	825	1031	928	16384	config	15761	15886	2048	2048	FALSE	Q5
1544	eurollm-22b-instruct-2512	ET	Q5_ET	2	93	1824	2490	1631	498	623	560	327	408	368	825	1031	928	16384	config	15761	15886	2048	2048	FALSE	Q5
1545	eurollm-22b-instruct-2512	ET	Q5_ET	3	93	1824	2490	1631	498	623	560	327	408	368	825	1031	928	16384	config	15761	15886	2048	2048	FALSE	Q5
1546	eurollm-22b-instruct-2512	FI	Q1_FI	1	133	1887	2593	1992	519	649	584	399	498	448	918	1147	1032	16384	config	15735	15865	2048	2048	FALSE	Q1
1547	eurollm-22b-instruct-2512	FI	Q1_FI	2	133	1887	2593	1992	519	649	584	399	498	448	918	1147	1032	16384	config	15735	15865	2048	2048	FALSE	Q1
1548	eurollm-22b-instruct-2512	FI	Q1_FI	3	133	1887	2593	1992	519	649	584	399	498	448	918	1147	1032	16384	config	15735	15865	2048	2048	FALSE	Q1
1549	eurollm-22b-instruct-2512	FI	Q2_FI	1	100	1862	2535	1622	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1550	eurollm-22b-instruct-2512	FI	Q2_FI	2	100	1862	2535	1622	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1551	eurollm-22b-instruct-2512	FI	Q2_FI	3	100	1862	2535	1622	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1552	eurollm-22b-instruct-2512	FI	Q3_FI	1	94	1901	2568	1834	514	642	578	367	459	413	881	1101	991	16384	config	15742	15870	2048	2048	FALSE	Q3
1553	eurollm-22b-instruct-2512	FI	Q3_FI	2	94	1901	2568	1832	514	642	578	367	458	412	881	1100	990	16384	config	15742	15870	2048	2048	FALSE	Q3
1554	eurollm-22b-instruct-2512	FI	Q3_FI	3	94	1901	2568	1832	514	642	578	367	458	412	881	1100	990	16384	config	15742	15870	2048	2048	FALSE	Q3
1555	eurollm-22b-instruct-2512	FI	Q4_FI	1	101	1843	2517	1710	504	630	567	342	428	385	846	1058	952	16384	config	15754	15880	2048	2048	FALSE	Q4
1556	eurollm-22b-instruct-2512	FI	Q4_FI	2	101	1843	2517	1710	504	630	567	342	428	385	846	1058	952	16384	config	15754	15880	2048	2048	FALSE	Q4
1557	eurollm-22b-instruct-2512	FI	Q4_FI	3	101	1843	2517	1710	504	630	567	342	428	385	846	1058	952	16384	config	15754	15880	2048	2048	FALSE	Q4
1558	eurollm-22b-instruct-2512	FI	Q5_FI	1	91	1824	2488	1330	498	622	560	266	333	300	764	955	860	16384	config	15762	15886	2048	2048	FALSE	Q5
1559	eurollm-22b-instruct-2512	FI	Q5_FI	2	91	1824	2488	1330	498	622	560	266	333	300	764	955	860	16384	config	15762	15886	2048	2048	FALSE	Q5
1560	eurollm-22b-instruct-2512	FI	Q5_FI	3	91	1824	2488	1330	498	622	560	266	333	300	764	955	860	16384	config	15762	15886	2048	2048	FALSE	Q5
1561	eurollm-22b-instruct-2512	FR	Q1_FR	1	159	1887	2619	2088	524	655	590	418	522	470	942	1177	1060	16384	config	15729	15860	2048	2048	FALSE	Q1
1562	eurollm-22b-instruct-2512	FR	Q1_FR	2	159	1887	2619	2088	524	655	590	418	522	470	942	1177	1060	16384	config	15729	15860	2048	2048	FALSE	Q1
1563	eurollm-22b-instruct-2512	FR	Q1_FR	3	159	1887	2619	2088	524	655	590	418	522	470	942	1177	1060	16384	config	15729	15860	2048	2048	FALSE	Q1
1564	eurollm-22b-instruct-2512	FR	Q2_FR	1	99	1862	2534	1587	507	634	570	318	397	358	825	1031	928	16384	config	15750	15877	2048	2048	FALSE	Q2
1565	eurollm-22b-instruct-2512	FR	Q2_FR	2	99	1862	2534	1613	507	634	570	323	404	364	830	1038	934	16384	config	15750	15877	2048	2048	FALSE	Q2
1566	eurollm-22b-instruct-2512	FR	Q2_FR	3	99	1862	2534	1613	507	634	570	323	404	364	830	1038	934	16384	config	15750	15877	2048	2048	FALSE	Q2
1567	eurollm-22b-instruct-2512	FR	Q3_FR	1	127	1901	2601	1767	521	651	586	354	442	398	875	1093	984	16384	config	15733	15863	2048	2048	FALSE	Q3
1568	eurollm-22b-instruct-2512	FR	Q3_FR	2	127	1901	2601	1767	521	651	586	354	442	398	875	1093	984	16384	config	15733	15863	2048	2048	FALSE	Q3
1569	eurollm-22b-instruct-2512	FR	Q3_FR	3	127	1901	2601	1767	521	651	586	354	442	398	875	1093	984	16384	config	15733	15863	2048	2048	FALSE	Q3
1570	eurollm-22b-instruct-2512	FR	Q4_FR	1	125	1843	2541	1883	509	636	572	377	471	424	886	1107	996	16384	config	15748	15875	2048	2048	FALSE	Q4
1571	eurollm-22b-instruct-2512	FR	Q4_FR	2	125	1843	2541	1883	509	636	572	377	471	424	886	1107	996	16384	config	15748	15875	2048	2048	FALSE	Q4
1572	eurollm-22b-instruct-2512	FR	Q4_FR	3	125	1843	2541	1883	509	636	572	377	471	424	886	1107	996	16384	config	15748	15875	2048	2048	FALSE	Q4
1573	eurollm-22b-instruct-2512	FR	Q5_FR	1	112	1824	2509	1644	502	628	565	329	411	370	831	1039	935	16384	config	15756	15882	2048	2048	FALSE	Q5
1574	eurollm-22b-instruct-2512	FR	Q5_FR	2	112	1824	2509	1620	502	628	565	324	405	364	826	1033	929	16384	config	15756	15882	2048	2048	FALSE	Q5
1575	eurollm-22b-instruct-2512	FR	Q5_FR	3	112	1824	2509	1620	502	628	565	324	405	364	826	1033	929	16384	config	15756	15882	2048	2048	FALSE	Q5
1576	eurollm-22b-instruct-2512	DE	Q1_DE	1	133	1887	2593	2114	519	649	584	423	529	476	942	1178	1060	16384	config	15735	15865	2048	2048	FALSE	Q1
1577	eurollm-22b-instruct-2512	DE	Q1_DE	2	133	1887	2593	2114	519	649	584	423	529	476	942	1178	1060	16384	config	15735	15865	2048	2048	FALSE	Q1
1578	eurollm-22b-instruct-2512	DE	Q1_DE	3	133	1887	2593	2114	519	649	584	423	529	476	942	1178	1060	16384	config	15735	15865	2048	2048	FALSE	Q1
1579	eurollm-22b-instruct-2512	DE	Q2_DE	1	103	1862	2538	1981	508	635	572	397	496	446	905	1131	1018	16384	config	15749	15876	2048	2048	FALSE	Q2
1580	eurollm-22b-instruct-2512	DE	Q2_DE	2	103	1862	2538	1892	508	635	572	379	473	426	887	1108	998	16384	config	15749	15876	2048	2048	FALSE	Q2
1581	eurollm-22b-instruct-2512	DE	Q2_DE	3	103	1862	2538	1892	508	635	572	379	473	426	887	1108	998	16384	config	15749	15876	2048	2048	FALSE	Q2
1582	eurollm-22b-instruct-2512	DE	Q3_DE	1	107	1901	2581	1763	517	646	582	353	441	397	870	1087	979	16384	config	15738	15867	2048	2048	FALSE	Q3
1583	eurollm-22b-instruct-2512	DE	Q3_DE	2	107	1901	2581	1759	517	646	582	352	440	396	869	1086	978	16384	config	15738	15867	2048	2048	FALSE	Q3
1584	eurollm-22b-instruct-2512	DE	Q3_DE	3	107	1901	2581	1759	517	646	582	352	440	396	869	1086	978	16384	config	15738	15867	2048	2048	FALSE	Q3
1585	eurollm-22b-instruct-2512	DE	Q4_DE	1	111	1843	2527	1534	506	632	569	307	384	346	813	1016	915	16384	config	15752	15878	2048	2048	FALSE	Q4
1586	eurollm-22b-instruct-2512	DE	Q4_DE	2	111	1843	2527	1534	506	632	569	307	384	346	813	1016	915	16384	config	15752	15878	2048	2048	FALSE	Q4
1587	eurollm-22b-instruct-2512	DE	Q4_DE	3	111	1843	2527	1534	506	632	569	307	384	346	813	1016	915	16384	config	15752	15878	2048	2048	FALSE	Q4
1588	eurollm-22b-instruct-2512	DE	Q5_DE	1	94	1824	2491	1349	499	623	561	270	338	304	769	961	865	16384	config	15761	15885	2048	2048	FALSE	Q5
1589	eurollm-22b-instruct-2512	DE	Q5_DE	2	94	1824	2491	1349	499	623	561	270	338	304	769	961	865	16384	config	15761	15885	2048	2048	FALSE	Q5
1590	eurollm-22b-instruct-2512	DE	Q5_DE	3	94	1824	2491	1349	499	623	561	270	338	304	769	961	865	16384	config	15761	15885	2048	2048	FALSE	Q5
1591	eurollm-22b-instruct-2512	EL	Q1_EL	1	129	1887	2589	1908	518	648	583	382	477	430	900	1125	1013	16384	config	15736	15866	2048	2048	FALSE	Q1
1592	eurollm-22b-instruct-2512	EL	Q1_EL	2	129	1887	2589	1908	518	648	583	382	477	430	900	1125	1013	16384	config	15736	15866	2048	2048	FALSE	Q1
1593	eurollm-22b-instruct-2512	EL	Q1_EL	3	129	1887	2589	1908	518	648	583	382	477	430	900	1125	1013	16384	config	15736	15866	2048	2048	FALSE	Q1
1594	eurollm-22b-instruct-2512	EL	Q2_EL	1	96	1862	2531	1693	507	633	570	339	424	382	846	1057	952	16384	config	15751	15877	2048	2048	FALSE	Q2
1595	eurollm-22b-instruct-2512	EL	Q2_EL	2	96	1862	2531	1693	507	633	570	339	424	382	846	1057	952	16384	config	15751	15877	2048	2048	FALSE	Q2
1596	eurollm-22b-instruct-2512	EL	Q2_EL	3	96	1862	2531	1693	507	633	570	339	424	382	846	1057	952	16384	config	15751	15877	2048	2048	FALSE	Q2
1597	eurollm-22b-instruct-2512	EL	Q3_EL	1	120	1901	2594	2209	519	649	584	442	553	498	961	1202	1082	16384	config	15735	15865	2048	2048	FALSE	Q3
1598	eurollm-22b-instruct-2512	EL	Q3_EL	2	120	1901	2594	2209	519	649	584	442	553	498	961	1202	1082	16384	config	15735	15865	2048	2048	FALSE	Q3
1599	eurollm-22b-instruct-2512	EL	Q3_EL	3	120	1901	2594	2209	519	649	584	442	553	498	961	1202	1082	16384	config	15735	15865	2048	2048	FALSE	Q3
1600	eurollm-22b-instruct-2512	EL	Q4_EL	1	115	1843	2531	1570	507	633	570	314	393	354	821	1026	924	16384	config	15751	15877	2048	2048	FALSE	Q4
1601	eurollm-22b-instruct-2512	EL	Q4_EL	2	115	1843	2531	1570	507	633	570	314	393	354	821	1026	924	16384	config	15751	15877	2048	2048	FALSE	Q4
1602	eurollm-22b-instruct-2512	EL	Q4_EL	3	115	1843	2531	1570	507	633	570	314	393	354	821	1026	924	16384	config	15751	15877	2048	2048	FALSE	Q4
1603	eurollm-22b-instruct-2512	EL	Q5_EL	1	126	1824	2523	1518	505	631	568	304	380	342	809	1011	910	16384	config	15753	15879	2048	2048	FALSE	Q5
1604	eurollm-22b-instruct-2512	EL	Q5_EL	2	126	1824	2523	1518	505	631	568	304	380	342	809	1011	910	16384	config	15753	15879	2048	2048	FALSE	Q5
1605	eurollm-22b-instruct-2512	EL	Q5_EL	3	126	1824	2523	1518	505	631	568	304	380	342	809	1011	910	16384	config	15753	15879	2048	2048	FALSE	Q5
1606	eurollm-22b-instruct-2512	HU	Q1_HU	1	122	1887	2582	1717	517	646	582	344	430	387	861	1076	969	16384	config	15738	15867	2048	2048	FALSE	Q1
1607	eurollm-22b-instruct-2512	HU	Q1_HU	2	122	1887	2582	1717	517	646	582	344	430	387	861	1076	969	16384	config	15738	15867	2048	2048	FALSE	Q1
1608	eurollm-22b-instruct-2512	HU	Q1_HU	3	122	1887	2582	1717	517	646	582	344	430	387	861	1076	969	16384	config	15738	15867	2048	2048	FALSE	Q1
1609	eurollm-22b-instruct-2512	HU	Q2_HU	1	98	1862	2533	1585	507	634	570	317	397	357	824	1031	927	16384	config	15750	15877	2048	2048	FALSE	Q2
1610	eurollm-22b-instruct-2512	HU	Q2_HU	2	98	1862	2533	1585	507	634	570	317	397	357	824	1031	927	16384	config	15750	15877	2048	2048	FALSE	Q2
1611	eurollm-22b-instruct-2512	HU	Q2_HU	3	98	1862	2533	1585	507	634	570	317	397	357	824	1031	927	16384	config	15750	15877	2048	2048	FALSE	Q2
1612	eurollm-22b-instruct-2512	HU	Q3_HU	1	107	1901	2581	2064	517	646	582	413	516	464	930	1162	1046	16384	config	15738	15867	2048	2048	FALSE	Q3
1613	eurollm-22b-instruct-2512	HU	Q3_HU	2	107	1901	2581	2064	517	646	582	413	516	464	930	1162	1046	16384	config	15738	15867	2048	2048	FALSE	Q3
1614	eurollm-22b-instruct-2512	HU	Q3_HU	3	107	1901	2581	2064	517	646	582	413	516	464	930	1162	1046	16384	config	15738	15867	2048	2048	FALSE	Q3
1615	eurollm-22b-instruct-2512	HU	Q4_HU	1	126	1843	2542	1495	509	636	572	299	374	336	808	1010	908	16384	config	15748	15875	2048	2048	FALSE	Q4
1616	eurollm-22b-instruct-2512	HU	Q4_HU	2	126	1843	2542	1495	509	636	572	299	374	336	808	1010	908	16384	config	15748	15875	2048	2048	FALSE	Q4
1617	eurollm-22b-instruct-2512	HU	Q4_HU	3	126	1843	2542	1495	509	636	572	299	374	336	808	1010	908	16384	config	15748	15875	2048	2048	FALSE	Q4
1618	eurollm-22b-instruct-2512	HU	Q5_HU	1	107	1824	2504	1782	501	626	564	357	446	402	858	1072	966	16384	config	15758	15883	2048	2048	FALSE	Q5
1619	eurollm-22b-instruct-2512	HU	Q5_HU	2	107	1824	2504	1782	501	626	564	357	446	402	858	1072	966	16384	config	15758	15883	2048	2048	FALSE	Q5
1620	eurollm-22b-instruct-2512	HU	Q5_HU	3	107	1824	2504	1782	501	626	564	357	446	402	858	1072	966	16384	config	15758	15883	2048	2048	FALSE	Q5
1621	eurollm-22b-instruct-2512	GA	Q1_GA	1	135	1887	2595	1881	519	649	584	377	471	424	896	1120	1008	16384	config	15735	15865	2048	2048	FALSE	Q1
1622	eurollm-22b-instruct-2512	GA	Q1_GA	2	135	1887	2595	1881	519	649	584	377	471	424	896	1120	1008	16384	config	15735	15865	2048	2048	FALSE	Q1
1623	eurollm-22b-instruct-2512	GA	Q1_GA	3	135	1887	2595	1881	519	649	584	377	471	424	896	1120	1008	16384	config	15735	15865	2048	2048	FALSE	Q1
1624	eurollm-22b-instruct-2512	GA	Q2_GA	1	99	1862	2534	1624	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1625	eurollm-22b-instruct-2512	GA	Q2_GA	2	99	1862	2534	1624	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1626	eurollm-22b-instruct-2512	GA	Q2_GA	3	99	1862	2534	1624	507	634	570	325	406	366	832	1040	936	16384	config	15750	15877	2048	2048	FALSE	Q2
1627	eurollm-22b-instruct-2512	GA	Q3_GA	1	101	1901	2575	1879	515	644	580	376	470	423	891	1114	1003	16384	config	15740	15869	2048	2048	FALSE	Q3
1628	eurollm-22b-instruct-2512	GA	Q3_GA	2	101	1901	2575	1879	515	644	580	376	470	423	891	1114	1003	16384	config	15740	15869	2048	2048	FALSE	Q3
1629	eurollm-22b-instruct-2512	GA	Q3_GA	3	101	1901	2575	1879	515	644	580	376	470	423	891	1114	1003	16384	config	15740	15869	2048	2048	FALSE	Q3
1630	eurollm-22b-instruct-2512	GA	Q4_GA	1	98	1843	2514	1671	503	629	566	335	418	376	838	1047	942	16384	config	15755	15881	2048	2048	FALSE	Q4
1631	eurollm-22b-instruct-2512	GA	Q4_GA	2	98	1843	2514	1671	503	629	566	335	418	376	838	1047	942	16384	config	15755	15881	2048	2048	FALSE	Q4
1632	eurollm-22b-instruct-2512	GA	Q4_GA	3	98	1843	2514	1671	503	629	566	335	418	376	838	1047	942	16384	config	15755	15881	2048	2048	FALSE	Q4
1633	eurollm-22b-instruct-2512	GA	Q5_GA	1	129	1824	2526	1434	506	632	569	287	359	323	793	991	892	16384	config	15752	15878	2048	2048	FALSE	Q5
1634	eurollm-22b-instruct-2512	GA	Q5_GA	2	129	1824	2526	1787	506	632	569	358	447	402	864	1079	971	16384	config	15752	15878	2048	2048	FALSE	Q5
1635	eurollm-22b-instruct-2512	GA	Q5_GA	3	129	1824	2526	1787	506	632	569	358	447	402	864	1079	971	16384	config	15752	15878	2048	2048	FALSE	Q5
1636	eurollm-22b-instruct-2512	IT	Q1_IT	1	126	1887	2586	1936	518	647	582	388	484	436	906	1131	1018	16384	config	15737	15866	2048	2048	FALSE	Q1
1637	eurollm-22b-instruct-2512	IT	Q1_IT	2	126	1887	2586	1936	518	647	582	388	484	436	906	1131	1018	16384	config	15737	15866	2048	2048	FALSE	Q1
1638	eurollm-22b-instruct-2512	IT	Q1_IT	3	126	1887	2586	1936	518	647	582	388	484	436	906	1131	1018	16384	config	15737	15866	2048	2048	FALSE	Q1
1639	eurollm-22b-instruct-2512	IT	Q2_IT	1	94	1862	2529	2134	506	633	570	427	534	480	933	1167	1050	16384	config	15751	15878	2048	2048	FALSE	Q2
1640	eurollm-22b-instruct-2512	IT	Q2_IT	2	94	1862	2529	1894	506	633	570	379	474	426	885	1107	996	16384	config	15751	15878	2048	2048	FALSE	Q2
1641	eurollm-22b-instruct-2512	IT	Q2_IT	3	94	1862	2529	1894	506	633	570	379	474	426	885	1107	996	16384	config	15751	15878	2048	2048	FALSE	Q2
1642	eurollm-22b-instruct-2512	IT	Q3_IT	1	107	1901	2581	1951	517	646	582	391	488	440	908	1134	1022	16384	config	15738	15867	2048	2048	FALSE	Q3
1643	eurollm-22b-instruct-2512	IT	Q3_IT	2	107	1901	2581	1951	517	646	582	391	488	440	908	1134	1022	16384	config	15738	15867	2048	2048	FALSE	Q3
1644	eurollm-22b-instruct-2512	IT	Q3_IT	3	107	1901	2581	1951	517	646	582	391	488	440	908	1134	1022	16384	config	15738	15867	2048	2048	FALSE	Q3
1645	eurollm-22b-instruct-2512	IT	Q4_IT	1	122	1843	2538	2004	508	635	572	401	501	451	909	1136	1023	16384	config	15749	15876	2048	2048	FALSE	Q4
1646	eurollm-22b-instruct-2512	IT	Q4_IT	2	122	1843	2538	1755	508	635	572	351	439	395	859	1074	967	16384	config	15749	15876	2048	2048	FALSE	Q4
1647	eurollm-22b-instruct-2512	IT	Q4_IT	3	122	1843	2538	1755	508	635	572	351	439	395	859	1074	967	16384	config	15749	15876	2048	2048	FALSE	Q4
1648	eurollm-22b-instruct-2512	IT	Q5_IT	1	103	1824	2500	1670	500	625	562	334	418	376	834	1043	938	16384	config	15759	15884	2048	2048	FALSE	Q5
1649	eurollm-22b-instruct-2512	IT	Q5_IT	2	103	1824	2500	1670	500	625	562	334	418	376	834	1043	938	16384	config	15759	15884	2048	2048	FALSE	Q5
1650	eurollm-22b-instruct-2512	IT	Q5_IT	3	103	1824	2500	1670	500	625	562	334	418	376	834	1043	938	16384	config	15759	15884	2048	2048	FALSE	Q5
1651	eurollm-22b-instruct-2512	LV	Q1_LV	1	116	1887	2576	1994	516	644	580	399	499	449	915	1143	1029	16384	config	15740	15868	2048	2048	FALSE	Q1
1652	eurollm-22b-instruct-2512	LV	Q1_LV	2	116	1887	2576	1994	516	644	580	399	499	449	915	1143	1029	16384	config	15740	15868	2048	2048	FALSE	Q1
1653	eurollm-22b-instruct-2512	LV	Q1_LV	3	116	1887	2576	1994	516	644	580	399	499	449	915	1143	1029	16384	config	15740	15868	2048	2048	FALSE	Q1
1654	eurollm-22b-instruct-2512	LV	Q2_LV	1	92	1862	2527	2053	506	632	569	411	514	462	917	1146	1031	16384	config	15752	15878	2048	2048	FALSE	Q2
1655	eurollm-22b-instruct-2512	LV	Q2_LV	2	92	1862	2527	2053	506	632	569	411	514	462	917	1146	1031	16384	config	15752	15878	2048	2048	FALSE	Q2
1656	eurollm-22b-instruct-2512	LV	Q2_LV	3	92	1862	2527	2053	506	632	569	411	514	462	917	1146	1031	16384	config	15752	15878	2048	2048	FALSE	Q2
1657	eurollm-22b-instruct-2512	LV	Q3_LV	1	96	1901	2570	1793	514	643	578	359	449	404	873	1092	982	16384	config	15741	15870	2048	2048	FALSE	Q3
1658	eurollm-22b-instruct-2512	LV	Q3_LV	2	96	1901	2570	1793	514	643	578	359	449	404	873	1092	982	16384	config	15741	15870	2048	2048	FALSE	Q3
1659	eurollm-22b-instruct-2512	LV	Q3_LV	3	96	1901	2570	1793	514	643	578	359	449	404	873	1092	982	16384	config	15741	15870	2048	2048	FALSE	Q3
1660	eurollm-22b-instruct-2512	LV	Q4_LV	1	106	1843	2522	1822	505	631	568	365	456	410	870	1087	978	16384	config	15753	15879	2048	2048	FALSE	Q4
1661	eurollm-22b-instruct-2512	LV	Q4_LV	2	106	1843	2522	1822	505	631	568	365	456	410	870	1087	978	16384	config	15753	15879	2048	2048	FALSE	Q4
1662	eurollm-22b-instruct-2512	LV	Q4_LV	3	106	1843	2522	1822	505	631	568	365	456	410	870	1087	978	16384	config	15753	15879	2048	2048	FALSE	Q4
1663	eurollm-22b-instruct-2512	LV	Q5_LV	1	103	1824	2500	1914	500	625	562	383	479	431	883	1104	993	16384	config	15759	15884	2048	2048	FALSE	Q5
1664	eurollm-22b-instruct-2512	LV	Q5_LV	2	103	1824	2500	1914	500	625	562	383	479	431	883	1104	993	16384	config	15759	15884	2048	2048	FALSE	Q5
1665	eurollm-22b-instruct-2512	LV	Q5_LV	3	103	1824	2500	1914	500	625	562	383	479	431	883	1104	993	16384	config	15759	15884	2048	2048	FALSE	Q5
1666	eurollm-22b-instruct-2512	LT	Q1_LT	1	128	1887	2588	2296	518	647	582	460	574	517	978	1221	1099	16384	config	15737	15866	2048	2048	FALSE	Q1
1667	eurollm-22b-instruct-2512	LT	Q1_LT	2	128	1887	2588	2296	518	647	582	460	574	517	978	1221	1099	16384	config	15737	15866	2048	2048	FALSE	Q1
1668	eurollm-22b-instruct-2512	LT	Q1_LT	3	128	1887	2588	2296	518	647	582	460	574	517	978	1221	1099	16384	config	15737	15866	2048	2048	FALSE	Q1
1669	eurollm-22b-instruct-2512	LT	Q2_LT	1	91	1862	2526	1697	506	632	569	340	425	382	846	1057	951	16384	config	15752	15878	2048	2048	FALSE	Q2
1670	eurollm-22b-instruct-2512	LT	Q2_LT	2	91	1862	2526	1697	506	632	569	340	425	382	846	1057	951	16384	config	15752	15878	2048	2048	FALSE	Q2
1671	eurollm-22b-instruct-2512	LT	Q2_LT	3	91	1862	2526	1697	506	632	569	340	425	382	846	1057	951	16384	config	15752	15878	2048	2048	FALSE	Q2
1672	eurollm-22b-instruct-2512	LT	Q3_LT	1	98	1901	2572	1899	515	643	579	380	475	428	895	1118	1007	16384	config	15741	15869	2048	2048	FALSE	Q3
1673	eurollm-22b-instruct-2512	LT	Q3_LT	2	98	1901	2572	1899	515	643	579	380	475	428	895	1118	1007	16384	config	15741	15869	2048	2048	FALSE	Q3
1674	eurollm-22b-instruct-2512	LT	Q3_LT	3	98	1901	2572	1899	515	643	579	380	475	428	895	1118	1007	16384	config	15741	15869	2048	2048	FALSE	Q3
1675	eurollm-22b-instruct-2512	LT	Q4_LT	1	103	1843	2519	2093	504	630	567	419	524	472	923	1154	1039	16384	config	15754	15880	2048	2048	FALSE	Q4
1676	eurollm-22b-instruct-2512	LT	Q4_LT	2	103	1843	2519	2093	504	630	567	419	524	472	923	1154	1039	16384	config	15754	15880	2048	2048	FALSE	Q4
1677	eurollm-22b-instruct-2512	LT	Q4_LT	3	103	1843	2519	2093	504	630	567	419	524	472	923	1154	1039	16384	config	15754	15880	2048	2048	FALSE	Q4
1678	eurollm-22b-instruct-2512	LT	Q5_LT	1	103	1824	2500	1704	500	625	562	341	426	384	841	1051	946	16384	config	15759	15884	2048	2048	FALSE	Q5
1679	eurollm-22b-instruct-2512	LT	Q5_LT	2	103	1824	2500	1704	500	625	562	341	426	384	841	1051	946	16384	config	15759	15884	2048	2048	FALSE	Q5
1680	eurollm-22b-instruct-2512	LT	Q5_LT	3	103	1824	2500	1704	500	625	562	341	426	384	841	1051	946	16384	config	15759	15884	2048	2048	FALSE	Q5
